date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2024-08-07,none,warning,none->warning->warning->none->none->none->none->none->none->none,warning->none->none->warning->none->none->warning->warning->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2024-08-06,none,none,none->none->warning->warning->none->none->none->none->none->none,warning->warning->none->none->warning->none->none->warning->warning->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2024-08-05,none,warning,warning->none->none->warning->warning->none->none->none->none->none,none->warning->warning->none->none->warning->none->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2024-08-02,none,warning,warning->warning->none->none->warning->warning->none->none->none->none,none->none->warning->warning->none->none->warning->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING,shortterm_dd_momentum,high_hurst|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum
2024-08-01,none,none,warning->warning->warning->none->none->warning->warning->none->none->none,none->none->none->warning->warning->none->none->warning->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-31,none,none,warning->warning->warning->warning->none->none->warning->warning->none->none,none->none->none->none->warning->warning->none->none->warning->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-30,none,warning,warning->warning->warning->warning->warning->none->none->warning->warning->none,none->none->none->none->none->warning->warning->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2024-07-29,warning,none,none->warning->warning->warning->warning->warning->none->none->warning->warning,none->none->none->none->none->none->warning->warning->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-26,warning,none,none->none->warning->warning->warning->warning->warning->none->none->warning,none->none->none->none->none->none->none->warning->warning->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-25,none,warning,none->none->none->warning->warning->warning->warning->warning->none->none,none->none->none->none->none->none->none->none->warning->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2024-07-24,none,warning,none->none->none->none->warning->warning->warning->warning->warning->none,none->none->none->none->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|shortterm_early_guard,high_hurst|shortterm_early_guard
2024-07-23,warning,none,none->none->none->none->none->warning->warning->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-22,warning,none,none->none->none->none->none->none->warning->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-19,warning,none,none->none->none->none->none->none->none->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-18,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-17,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-07-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-08,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-05,none,none,none->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-03,none,none,none->none->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-02,none,none,none->none->none->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-07-01,none,none,none->none->none->none->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-28,none,none,none->none->none->none->none->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-27,none,none,none->none->none->none->none->none->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-26,none,none,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-25,none,none,none->none->none->none->none->none->none->none->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-24,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-06-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-12,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-11,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-10,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-07,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-06,none,none,warning->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-05,none,none,none->warning->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-04,none,none,none->none->warning->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-06-03,none,none,none->none->none->warning->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-31,none,none,none->none->none->none->warning->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-30,warning,none,none->none->none->none->none->warning->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-05-29,warning,none,none->none->none->none->none->none->warning->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-05-28,none,none,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-24,none,none,none->none->none->none->none->none->none->none->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-23,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2024-05-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-14,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-13,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-10,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-09,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-08,none,none,none->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-07,none,none,none->none->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-06,none,none,none->none->none->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-03,none,none,warning->none->none->none->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2024-05-02,none,none,none->warning->none->none->none->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
